,id,url,title,parkCode,abstract,image,relatedParks,relatedOrganizations,latitude,longitude,geometryPoiId,releaseDate,credit,lastIndexedDate
25,8389E101-24FD-4355-A27D-D6425C3483DC,https://www.nps.gov/pipe/learn/news/iowa-of-oklahoma-to-make-historic-visit-to-pipestone-blood-run.htm,"Iowa of Oklahoma to Make Historic Visit to Pipestone, Blood Run",pipe,"During the week of September 13, elders from the Iowa Tribe of Oklahoma will be making a historic homecoming journey to Pipestone National Monument, Good Earth State Park at Blood Run, and other ancestral sites in the region. The Iowa were early keepers of the pipestone quarries, working and trading the stone extensively through places like Blood Run.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'MN', 'parkCode': 'pipe', 'designation': 'National Monument', 'fullName': 'Pipestone National Monument', 'url': 'https://www.nps.gov/pipe/index.htm', 'name': 'Pipestone'}]",[],,,,2022-09-07 07:41:00.0,,2022-09-07 08:46:07.0
26,68C607F7-2428-4F97-929E-FAEF3BC14E77,https://www.nps.gov/orgs/1207/national-park-service-announces-death-of-former-director-mary-bomar.htm,National Park Service announces death of former director Mary Bomar,,"Former National Park Service Director Mary Bomar died on Sunday, August 28, 2022, after a dogged fight against cancer. She was 78 years old. Bomar was appointed as the 17th director of the National Park Service (NPS) by President George W. Bush in October 2006 and served through the end of the Bush Administration.","{'url': 'https://www.nps.gov/orgs/1207/images/Mary-Bomar.jpg', 'credit': 'NPS', 'altText': 'A woman in a formal green uniform rests her chin on her left hand; behind her are several shelves lined with books.', 'title': 'Mary Bomar', 'description': '', 'caption': 'Mary Bomar, 17th Director of the National Park Service'}",[],"[{'id': 'DA687C0C-2506-49BB-A803-910DBD755D27', 'url': 'http://www.nps.gov/orgs/1207/', 'name': 'Office of Communications'}]",,,,2022-09-06 14:34:00.0,,2022-09-06 16:03:58.0
27,16943BB3-8E29-4C33-BD0D-16B7C7A19D7A,https://www.nps.gov/pore/learn/news/newsreleases-20220906-junior-ranger-day-2022.htm,"Junior Ranger Day at Point Reyes National Seashore on September 11, 2022",pore,"On Sunday, September 11, 2022, Point Reyes National Seashore will hold its first Junior Ranger Day. This special event will be from 11 am to 2 pm outside the Bear Valley Visitor Center. The free, family-friendly day will include activities for kids of all ages!","{'url': 'https://www.nps.gov/pore/learn/kidsyouth/images/pic-junior-rangers-at-kpvc-amk-190420-960x640.jpg', 'credit': 'NPS / Anela Kopshever', 'altText': 'Two young boys and a young girl wearing junior ranger hats pose while holding junior ranger badges and booklets.', 'title': 'Three Junior Rangers at the Kenneth C. Patrick Visitor Center. NPS / Anela Kopshever.', 'description': '', 'caption': 'Three Junior Rangers at the Kenneth C. Patrick Visitor Center.'}","[{'states': 'CA', 'parkCode': 'pore', 'designation': 'National Seashore', 'fullName': 'Point Reyes National Seashore', 'url': 'https://www.nps.gov/pore/index.htm', 'name': 'Point Reyes'}]",[],,,a166e320-9fb2-4a05-8597-698c01412df5,2022-09-06 14:30:00.0,,2022-09-08 13:57:20.0
28,78725124-A53B-4270-9E18-865D609A4417,https://www.nps.gov/moru/learn/news/national-park-service-and-federal-aviation-administration-seeking-public-input-on-air-tour-management-plan.htm,Public input needed on potential alternatives for the draft air tour management plan for Mount Rushmore National Memorial,moru,The National Park Service (NPS) and the Federal Aviation Administration (FAA) are seeking public comments on potential alternatives for an air tour management plan (ATMP) for Mount Rushmore National Memorial. Public comments will be accepted during a 30-day public scoping process starting September 6 through October 6.,"{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'SD', 'parkCode': 'moru', 'designation': 'National Memorial', 'fullName': 'Mount Rushmore National Memorial', 'url': 'https://www.nps.gov/moru/index.htm', 'name': 'Mount Rushmore'}]",[],,,,2022-09-06 14:26:00.0,,2022-09-06 12:00:14.0
29,79492FB3-3F38-44BC-860C-B2D1BF98199F,https://www.nps.gov/yell/learn/news/220906.htm,VERY HIGH fire danger in Yellowstone National Park ,yell,The parkwide fire danger level for Yellowstone is now VERY HIGH.,"{'url': 'https://www.nps.gov/yell/learn/news/images/43878336065_f3fd2d989b_k_1.jpg', 'credit': 'NPS / Jacob W. Frank', 'altText': 'Fire Danger sign at Very High', 'title': '43878336065_f3fd2d989b_k', 'description': '', 'caption': 'Fire Danger sign at Very High'}","[{'states': 'ID,MT,WY', 'parkCode': 'yell', 'designation': 'National Park', 'fullName': 'Yellowstone National Park', 'url': 'https://www.nps.gov/yell/index.htm', 'name': 'Yellowstone'}]",[],,,,2022-09-06 14:11:00.0,,2022-09-06 16:15:17.0
30,D9554C82-6346-4ED7-9013-E1483019C09B,https://www.nps.gov/chis/learn/news/pr090622.htm,Twentieth Anniversary Chumash Tomol Canoe Crossing to Channel Islands National Park,chis,"For the 20th time in modern history, members of the Chumash Indian community will paddle across the Santa Barbara Channel on a 24-mile journey to Santa Cruz Island in a traditional Chumash tomol plank canoe called Muptami, or “Deep Memories.” This crossing, planned for Saturday, Sept. 10, will continue the cultural tradition of crossing the channel in a tomol to the Channel Islands as the Chumash did for thousands of years.","{'url': 'https://www.nps.gov/chis/learn/historyculture/images/960-Tomol-Crossing-2006_Robert-schwemmer_1.jpg', 'credit': 'Robert Schwemmer/NOAA', 'altText': '©Robert Schwemmer', 'title': '', 'description': '', 'caption': ''}","[{'states': 'CA', 'parkCode': 'chis', 'designation': 'National Park', 'fullName': 'Channel Islands National Park', 'url': 'https://www.nps.gov/chis/index.htm', 'name': 'Channel Islands'}]",[],,,,2022-09-06 13:49:00.0,,2022-09-06 16:57:06.0
31,12A04250-315C-4C00-9EE3-6B44CD939F46,https://www.nps.gov/cane/learn/news/new-operating-hours-and-september-and-october-calendar.htm,New Operating Hours and September and October Calendar,cane,"The National Park Service (NPS) is excited to announce the new operating hours and the September-October Calendar at Camp Nelson National Monument. The calendar features National Public Lands Day, the Fall History Hike, and the 2nd Annual Luminaria and Memorial Walk.","{'url': 'https://www.nps.gov/cane/learn/news/images/Luminaria_7336423_3.jpg', 'credit': '', 'altText': 'White obelisk in an open field surrounded by lit luminaria at night', 'title': 'Luminaria', 'description': '', 'caption': ''}","[{'states': 'KY', 'parkCode': 'cane', 'designation': 'National Monument', 'fullName': 'Camp Nelson National Monument', 'url': 'https://www.nps.gov/cane/index.htm', 'name': 'Camp Nelson'}]",[],,,,2022-09-06 12:02:00.0,,2022-09-08 12:27:02.0
32,42312467-2938-4655-95CD-260A7012B9D7,https://www.nps.gov/noca/learn/news/additional-trail-and-camp-closures-for-chilliwack-complex.htm,Additional Trail and Camp Closures for Chilliwack Complex,noca,"Four lightning-caused fires remain active across North Cascades National Park Service Complex. The fires are in remote areas of the Stephen Mather Wilderness. Three fires (North Fork, Little Chill, and Copper Lake) are in proximity to the Copper Loop Trail system and one (Brush Creek Fire) is near the Brush Creek Trail in the Whatcom Pass area. The Chilliwack Complex is estimated at 3,700 acres.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'WA', 'parkCode': 'noca', 'designation': 'National Park', 'fullName': 'North Cascades National Park', 'url': 'https://www.nps.gov/noca/index.htm', 'name': 'North Cascades'}]",[],,,,2022-09-06 11:53:00.0,,2022-09-06 14:57:59.0
33,2369179A-BC95-4005-80F6-E5CBE6D6EAA4,https://www.nps.gov/badl/learn/news/air-tour-management-plan-for-badlands-national-park.htm,Public input needed on potential alternatives for the draft air tour management plan for Badlands National Park,badl,Public input needed on potential alternatives for the draft air tour management plan for Badlands National Park,"{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'SD', 'parkCode': 'badl', 'designation': 'National Park', 'fullName': 'Badlands National Park', 'url': 'https://www.nps.gov/badl/index.htm', 'name': 'Badlands'}]",[],,,,2022-09-06 11:30:00.0,,2022-09-06 14:42:21.0
34,79306F01-75AE-4BD4-AD0F-62CFD2F884CC,https://www.nps.gov/flni/learn/news/flight-93-national-memorial-ceremony-to-honor-the-passengers-and-crew-members-of-flight-93.htm,Flight 93 National Memorial Ceremony to Honor the Passengers and Crew Members of Flight 93,flni,"Flight 93 National Memorial will honor the 40 passengers and crew members on the 21st observance of Sept. 11 with the annual Service of Remembrance.  The service will begin at 9:45 a.m. on Sunday, Sept. 11, at the Memorial Plaza. At 10:03 a.m. – when Flight 93 crashed – the names of each passenger and crew member will be read and the Bells of Remembrance rung in their memory. The program will conclude with a wreath-laying at the Wall of Names. Standing room is available for the public to attend the outdoor hour-long annual observance. ADA seating will be available.","{'url': 'https://www.nps.gov/flni/learn/news/images/salute_at_the_wall.jpg', 'credit': 'NPS Image', 'altText': 'Rangers saluting the Wall of Names.', 'title': 'Salute at the Wall of Names.', 'description': '', 'caption': ''}","[{'states': 'PA', 'parkCode': 'flni', 'designation': 'National Memorial', 'fullName': 'Flight 93 National Memorial', 'url': 'https://www.nps.gov/flni/index.htm', 'name': 'Flight 93'}]",[],,,,2022-09-06 10:57:00.0,,2022-09-06 11:14:38.0
35,17EBAB27-3C05-4072-A4D5-2C6A3CDABC81,https://www.nps.gov/wrst/learn/news/plane-crash-at-jakes-bar-airstrip-in-wrangell-st-elias-national-park-and-preserve.htm,Plane Crash at Jakes Bar Airstrip in Wrangell-St. Elias National Park and Preserve,wrst,"On September 3, 2022, the National Park Service (NPS) was notified of a plane crash at the Jakes Bar airstrip in Wrangell-St. Elias National Park and Preserve involving a Cessna 180. They were picked up by a friend on Sunday, September 4 and transported back to Anchorage.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'AK', 'parkCode': 'wrst', 'designation': 'National Park & Preserve', 'fullName': 'Wrangell - St Elias National Park & Preserve', 'url': 'https://www.nps.gov/wrst/index.htm', 'name': 'Wrangell - St Elias'}]",[],,,,2022-09-06 10:14:00.0,,2022-09-06 14:22:19.0
36,FB306431-3D56-4440-9276-5CDF3D3AEC6D,https://www.nps.gov/acad/learn/news/advisory-commission-meets-in-person-sept-12.htm,Acadia National Park Advisory Commission meets in-person Sept 12,acad,"The Acadia National Park Advisory Commission will meet in-person at Moore Auditorium at the Schoodic Institute in Winter Harbor, ME at 1 pm on Mon Sept 12. There will also be a virtual option available for those unable to attend in-person. The meeting is open to the public and will include an opportunity for public comment.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'ME', 'parkCode': 'acad', 'designation': 'National Park', 'fullName': 'Acadia National Park', 'url': 'https://www.nps.gov/acad/index.htm', 'name': 'Acadia'}]",[],,,,2022-09-06 10:06:00.0,,2022-09-06 10:29:40.0
37,82C44EC4-6111-417F-AC82-143E4DC156E6,https://www.nps.gov/maca/learn/news/brownsville-road-in-mammoth-cave-national-park-closed-all-day-september-14-and-15-for-road-work.htm,Brownsville Road in Mammoth Cave National Park closed all day September 14 and 15 for road work,maca,"Mammoth Cave National Park will temporarily close Brownsville Road (KY-70E) from the Mammoth Cave Parkway to the Brownsville Entrance from 7 am Wednesday, September 14 to 7 am Friday, September 16. The 48-hour closure is required for crews to complete fog sealing on the roadway.","{'url': 'https://www.nps.gov/maca/learn/news/images/Brownsville-Road-in-Mammoth-Cave.JPG', 'credit': 'NPS Photo', 'altText': 'Two cars moving in opposite directions on a gray asphalt road in a wooded area.', 'title': 'Brownsville Road in Mammoth Cave.NPS Photo', 'description': '', 'caption': 'Brownsville Road in Mammoth Cave National Park will undergo road work in September.'}","[{'states': 'KY', 'parkCode': 'maca', 'designation': 'National Park', 'fullName': 'Mammoth Cave National Park', 'url': 'https://www.nps.gov/maca/index.htm', 'name': 'Mammoth Cave'}]",[],,,,2022-09-06 10:00:00.0,,2022-09-06 14:35:42.0
38,D9707276-E5A5-4B3A-9698-2B2C5828E8ED,https://www.nps.gov/seki/learn/news/firewood-permits-available-for-dorst-woodlot-in-sequoia-national-park.htm,Firewood Permits Available for Dorst Woodlot in Sequoia National Park,seki,"SEQUOIA AND KINGS CANYON NATIONAL PARKS, Calif. September 6, 2022 – Surplus wood is currently available to the public by permit in Sequoia National Park. Firewood permits are free, but you must obtain your permit before wood can be removed. Permit holders may take up to six cords per family per year. Firewood is available on a first-come first-served basis until the supply is gone.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'CA', 'parkCode': 'seki', 'designation': 'National Parks', 'fullName': 'Sequoia & Kings Canyon National Parks', 'url': 'https://www.nps.gov/seki/index.htm', 'name': 'Sequoia & Kings Canyon'}]",[],,,,2022-09-06 09:38:00.0,,2022-09-06 12:39:53.0
39,29972C6C-4B15-4658-819A-D85138DA0B6A,https://www.nps.gov/grca/learn/news/hiker-fatality-thunder-river-september-2022.htm,Hiker Fatality along the Thunder River Trail in Grand Canyon National Park,grca,"On September 4 at approximately 7:30 p.m., the Grand Canyon Regional Communications Center received a report of a deceased backpacker along the Thunder River Trail, approximately one mile from the confluence of Tapeats Creek and the Colorado River.","{'url': 'https://www.nps.gov/grca/learn/news/images/Thunder-River-reduced.jpg', 'credit': '', 'altText': 'The Thunder River Trail and Tapeats Creek seen rushing by', 'title': 'Thunder River Trail', 'description': '', 'caption': 'Tapeats Creek as seen from the Thunder River Trail (NPS Photo/E. Foss)'}","[{'states': 'AZ', 'parkCode': 'grca', 'designation': 'National Park', 'fullName': 'Grand Canyon National Park', 'url': 'https://www.nps.gov/grca/index.htm', 'name': 'Grand Canyon'}]",[],,,,2022-09-06 09:06:00.0,,2022-09-06 12:09:48.0
40,394244A1-4D1B-46E9-81F2-1579EBE3A1FC,https://www.nps.gov/orpi/learn/news/ajo-mountain-drive-closure.htm,Ajo Mountain Drive Closure Beginning September 6th,orpi,Ajo Mountain Drive in Organ Pipe Cactus National Monument will close September 6th for a two month paving project.,"{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'AZ', 'parkCode': 'orpi', 'designation': 'National Monument', 'fullName': 'Organ Pipe Cactus National Monument', 'url': 'https://www.nps.gov/orpi/index.htm', 'name': 'Organ Pipe Cactus'}]",[],,,,2022-09-06 07:41:00.0,,2022-09-07 10:44:57.0
41,B7FB24C5-33E9-4738-BA50-81853119F27C,https://www.nps.gov/maca/learn/news/mammoth-cave-national-park-national-day-of-service-on-september-11.htm,Mammoth Cave National Park National Day of Service September 11,maca,"Mammoth Cave National Park will host a volunteer cleanup event during the September 11 National Day of Service on Sunday, September 11 from 9 am to 3 pm CDT. The National Day of Service is an annual event that encourages volunteerism in local communities to honor the spirit of sacrifice made by so many individuals over 20 years ago during the 9/11 attacks.  ","{'url': 'https://www.nps.gov/maca/learn/news/images/Mammoth-Cave-Litter-Pick-Ups.JPG', 'credit': 'NPS Photo', 'altText': 'Two people in bright yellow vests use long poles to pick up paper and plastic trash items in a wooded area next to a road.', 'title': 'Litter pick up in Mammoth Cave National Park.', 'description': '', 'caption': 'Volunteers pick up litter along a roadway in Mammoth Cave National Park'}","[{'states': 'KY', 'parkCode': 'maca', 'designation': 'National Park', 'fullName': 'Mammoth Cave National Park', 'url': 'https://www.nps.gov/maca/index.htm', 'name': 'Mammoth Cave'}]",[],,,,2022-09-06 06:00:00.0,,2022-09-06 09:17:39.0
42,8F6362DE-E709-4BCD-BBEE-8814824591DC,https://www.nps.gov/maca/learn/news/helicopter-crash-with-fatality-located-inside-mammoth-cave-national-park.htm,Helicopter crash with fatality located inside Mammoth Cave National Park,maca,"At approximately 4:00 pm CDT on Monday, September 5, Law Enforcement officers from Mammoth Cave National Park received notification that a helicopter crash with a single fatality had been located inside the park’s southern boundary. The pilot, David Stone, age 69 of Louisville, TN, had been flying alone from St. Louis, MO to Knoxville, TN on Saturday, September 3 before contact was lost with his aircraft. Mr. Stone was found dead at the scene.   ","{'url': 'https://www.nps.gov/maca/learn/news/images/Mammoth-Cave-National-Park_1.JPG', 'credit': 'NPS Photo', 'altText': 'A white Chevy Tahoe with U.S. National Park Service Law Enforcement written in green on the side.', 'title': 'Mammoth Cave National Park.Park Ranger Vehicle', 'description': '', 'caption': 'U.S. Park Ranger Law Enforcement vehicle at Mammoth Cave National Park.'}","[{'states': 'KY', 'parkCode': 'maca', 'designation': 'National Park', 'fullName': 'Mammoth Cave National Park', 'url': 'https://www.nps.gov/maca/index.htm', 'name': 'Mammoth Cave'}]",[],,,,2022-09-05 18:11:00.0,,2022-09-05 19:22:21.0
43,FAD47414-1C9A-4A44-8C40-C1CD1F792002,https://www.nps.gov/libi/learn/news/bookstore-to-be-closed-9-22-for-inventory.htm,Bookstore to be Closed 9/7 for Inventory,libi,"On Wednesday, September 7, 2022, the Little Bighorn Battlefield National Monument Bookstore, run by the Western National Parks Association, will be closed all day to complete fall inventory.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'MT', 'parkCode': 'libi', 'designation': 'National Monument', 'fullName': 'Little Bighorn Battlefield National Monument', 'url': 'https://www.nps.gov/libi/index.htm', 'name': 'Little Bighorn Battlefield'}]",[],,,,2022-09-05 15:38:00.0,,2022-09-02 17:45:47.0
44,AD15498A-BD39-4530-8A8D-CC4B99463625,https://www.nps.gov/yose/learn/news/yosemite-fire-update-for-september-5-2022.htm,"Yosemite FIre Update for September 5, 2022",yose,Three small fires are currently burning in Yosemite.,"{'url': 'https://www.nps.gov/yose/learn/news/images/Rodgers-Progression-20220905.jpg', 'credit': '', 'altText': 'Three maps showing minimal progression of Red and Rodgers and location of Aspen Valley just northeast of Aspen Valley', 'title': 'Maps', 'description': '', 'caption': ''}","[{'states': 'CA', 'parkCode': 'yose', 'designation': 'National Park', 'fullName': 'Yosemite National Park', 'url': 'https://www.nps.gov/yose/index.htm', 'name': 'Yosemite'}]",[],,,,2022-09-05 15:15:00.0,,2022-09-05 18:36:26.0
45,4CA837A0-3F51-42F0-BABB-1EB51CFD86B8,https://www.nps.gov/fomr/learn/news/request-for-proposal-beach-club-at-fort-monroe.htm,National Park Service to Re-Announce the Beach Club Request for Proposal (RFP) Opportunity at Fort Monroe National Monument,fomr,National Park Service to Re-Announce the Beach Club Request for Proposal (RFP) Opportunity at Fort Monroe National Monument,"{'url': 'https://www.nps.gov/fomr/learn/news/images/FOMR-beach-club.jpg', 'credit': 'NPS Photo', 'altText': ""Beach Club at Fort Monroe's North Beach"", 'title': 'FOMR beach club', 'description': '', 'caption': 'Aerial photo of beach club at Fort Monroe'}","[{'states': 'VA', 'parkCode': 'fomr', 'designation': 'National Monument', 'fullName': 'Fort Monroe National Monument', 'url': 'https://www.nps.gov/fomr/index.htm', 'name': 'Fort Monroe'}]",[],,,,2022-09-05 15:14:00.0,,2022-09-05 18:26:44.0
46,70C67F13-F855-4346-AA34-6EB2448CAB41,https://www.nps.gov/grte/learn/news/spread-creek-fish-passage-project-protects-native-cutthroat-trout-populations.htm,Spread Creek Fish Passage Project protects native cutthroat trout populations,grte,"Trout Unlimited, Grand Teton National Park, Bridger Teton National Forest, and Wyoming Game and Fish Department announced today completion of the final phase of the collaborative Spread Creek Fish Passage Project. To tell the story of the incredible local partnerships that made this native trout conservation project possible, Trout Unlimited released a short film.","{'url': 'https://www.nps.gov/grte/learn/news/images/FishScreen_8.jpg', 'credit': 'NPS Photo/J. Bonney', 'altText': 'boots on a metal walk above a screen water is flowing over', 'title': '', 'description': '', 'caption': ''}","[{'states': 'WY', 'parkCode': 'grte', 'designation': 'National Park', 'fullName': 'Grand Teton National Park', 'url': 'https://www.nps.gov/grte/index.htm', 'name': 'Grand Teton'}]",[],,,,2022-09-05 11:58:00.0,,2022-09-07 14:10:06.0
47,B2D0FF2E-48DF-4C89-9641-5C31C8F51EC8,https://www.nps.gov/upde/learn/news/second-drowning-on-the-upper-delaware-river.htm,Second Drowning on the Upper Delaware River,upde,"On Saturday, September 3, 2022, the National Park Service, the Sullivan County Dive Task Force, the Matamoras Dive Team, along with the Yulan, Shohola, and Sparrowbush Fire Departments responded to a drowning on the Upper Delaware River a mile and half below the Roebling Bridge in Barryville, NY. A group of family and friends from Flanders, NY went into the river to go for a swim. One individual was observed in the main channel of the river where the current is swift with steep drop offs. The individual was not wearing life jacket. The individual was observed in distress. While bystanders tried to assist the individual, the individual was observed going under the water. The emergency call came in around 1:29pm and National Park Service Law Enforcement Rangers and other emergency crews quickly responded to the scene but unfortunately it was too late.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'NY,PA', 'parkCode': 'upde', 'designation': 'Scenic & Recreational River', 'fullName': 'Upper Delaware Scenic & Recreational River', 'url': 'https://www.nps.gov/upde/index.htm', 'name': 'Upper Delaware'}]",[],,,,2022-09-04 16:01:00.0,,2022-09-04 16:04:17.0
48,FD6AD15E-31BA-4A45-AABE-29089C76D1C0,https://www.nps.gov/whmi/learn/news/whitman-mission-nhs-announces-winter-hours.htm,Whitman Mission National Historic Site Announces Winter Hours,whmi,"Whitman Mission National Historic Site will begin its winter hours on Sunday, September 11th, 2022. Under these winter hours, the Visitor Center will be open from 9 a.m. - 4 p.m. Tuesday through Saturday. The Visitor Center will be closed on Sunday and Monday. The park’s picnic area, trails, and grounds continue to be open daily sunrise to sunset.","{'url': 'https://www.nps.gov/whmi/learn/news/images/Better-Fall-Sunrise-Over-the-Blues.jpg', 'credit': '', 'altText': 'An open field with yellow tall grasses and a few trees in the distance. The sun sets on a ridge along the horizon beyond the prairie field', 'title': 'Sunset happens over the blue mountains on a fall day', 'description': '', 'caption': ''}","[{'states': 'WA', 'parkCode': 'whmi', 'designation': 'National Historic Site', 'fullName': 'Whitman Mission National Historic Site', 'url': 'https://www.nps.gov/whmi/index.htm', 'name': 'Whitman Mission'}]",[],,,,2022-09-04 08:25:00.0,,2022-09-04 11:35:23.0
